minutes,player_name,TS%,AST,TO,USG,ORR,DRR,REBR,PER
24,Marvin the Martian,0.6238743544217956,36.233219227409045,15.10650601076594,34.79733030155937,6.522668306225975,21.409435430732785,12.778897214373574,26.595602100571234
24,Road Runner,0.6229404530135183,31.92532297253721,14.125632648195543,37.675941945064956,6.615858111501841,28.97254379945824,12.78178634990163,23.68417263877175
24,Foghorn Leghorn,0.6270501581533074,28.645532248148637,15.185905386430154,33.492664881569176,7.438382282094821,19.251023908463708,13.234375765527561,26.943929975524192
24,Bugs Bunny,0.6177811774405617,32.407415812538574,16.690675887607973,33.244196960066674,4.3764914501037975,23.647297373851217,13.313774780948732,23.95596940991853
24,Elmer Fudd,0.6303436303518586,32.40075767936419,16.072976983586887,35.39046119631622,7.413431648804286,25.537323652101204,12.698599134154895,23.512804680138338
24,Lola Bunny,0.632692712104304,34.04364169653971,13.520895539404576,35.74115787516418,3.0691773299347265,22.028910525743367,13.077408315671121,29.22729760942233
24,Porky Pig,0.6022252931870842,32.33073692735965,14.836033802835978,35.59168413671965,5.1597184845199475,18.748988758018427,12.489773053016066,27.193882402612722
24,Tasmanian Devil,0.6164890989913108,26.854881970164236,15.278887990748865,33.94918648488276,4.839832655969068,17.507991329523442,12.202986986848646,26.688500184781624
24,Gossamer,0.625454248325016,35.04847804026487,15.144630474888368,33.81280814491489,6.3239809515319045,13.145448309410657,9.215771805999788,26.181179669330085
24,Granny,0.6262882856097605,30.040951291363687,12.938021896635796,36.222174813631845,10.333499533696845,20.437805401255737,12.507442437232259,27.45187364590194
24,Wile E. Coyote,0.6197807574534889,30.181766392742087,14.827457180067716,33.34411233669141,5.34523681422022,21.515355025481373,14.415043412210165,27.55309814176602
24,Tweety,0.6271685614594329,28.444502333546996,13.326176696628936,36.91260242058583,7.729059385215431,21.554555411672663,12.529169082474548,27.53493097893113
24,Penelope,0.6138703745771225,27.380193038918144,16.000936932860007,29.855835049255095,7.783716226912562,20.691922547253537,11.05576037211177,19.433738881925173
24,Daffy Duck,0.6349296499519868,31.393809965764998,15.776288699331118,34.410014863009295,6.612119448987161,17.946014768318616,14.780604565414365,31.046277441898916
36,Sylvester,0.605555395466659,31.767774895738263,14.39608042449276,35.36237850911468,8.638261881349404,18.25571431640002,13.224102322010108,27.88707317585237
36,Marvin the Martian,0.61345264932241,29.98033344252783,15.586817673982432,30.638293241064545,5.623298504060674,23.19059274792124,12.856322412067083,21.858605390578084
36,Road Runner,0.6213215592023217,22.297045079053362,12.927852230677237,33.938933657599456,5.920780713994885,28.336500245961624,12.477108493760179,21.218246861646428
36,Foghorn Leghorn,0.6096576382076879,32.248777115872116,15.815691685429094,36.470501356087425,4.56709304590714,25.442411673889474,13.650323623518773,25.204203104023627
36,Bugs Bunny,0.6285551710304211,31.7665779338791,16.23112503430112,37.35908510165267,5.436587617239708,18.75451525763523,12.346186001090793,28.64853315902817
36,Elmer Fudd,0.6213506075638742,29.141974524991,16.573546203132143,37.71254232543822,5.455194193875533,27.041097942892105,15.130851570544719,26.728946645461612
36,Lola Bunny,0.6471525251015541,30.8632957391194,13.897975137270718,34.93168974077042,4.515875212315298,18.016909789286398,16.539852805109287,35.97167287580761
36,Porky Pig,0.602808551578376,27.931386149791283,16.485560973186367,32.9111037892037,6.987199060094895,11.957968726950247,12.075402108185665,27.444081762677207
36,Tasmanian Devil,0.6090327942947519,31.51002266444859,14.387855827712306,34.5875223571975,3.189118751603874,19.463565061864312,9.0475787428914,22.422633766527532
36,Gossamer,0.6190668200842466,37.163987367015324,15.692144493344866,35.1250247463092,3.4752923039809893,16.649976211092365,11.855783649429327,28.71585541241037
36,Granny,0.6007609966589655,29.38962009962656,14.337987113613277,38.09611230318404,6.91808937974587,20.4987324196308,11.640437479680514,25.89408106779559
36,Wile E. Coyote,0.6160592746565713,32.139452190570296,13.402266929221334,37.28782196752277,3.865250939451551,20.13011738402087,17.675377373085304,36.44385562765971
36,Tweety,0.6160150402411465,33.647039898308755,13.691942956059814,36.29625674192435,5.6542439940717015,28.164225194333213,12.90116988494697,23.78168638881285
36,Penelope,0.6173992408389588,27.411244628441363,14.36476518127902,30.78060271650503,8.786783430415896,20.822554714164436,9.425515602921834,18.505982246431508
36,Daffy Duck,0.6390811337689086,29.243540710594782,15.015460525660547,31.4921827099586,8.109884449833086,19.3986468366578,15.518881921852168,29.495528862908387
